match_key,match_date,team_name,opponent,avg_score_last_5,avg_margin_last_5,days_rest,team_avg_player_disposals_last_5,team_avg_player_goals_last_5
1998-08-01_Adelaide Crows_vs_St Kilda Saints,1998-08-01,Adelaide Crows,St Kilda Saints,93.8,14.8,8.0,13.78095238095238,1.7421052631578948
1998-08-09_Adelaide Crows_vs_Port Adelaide Power,1998-08-09,Adelaide Crows,Port Adelaide Power,105.4,27.0,8.0,13.716666666666667,1.6791666666666665
1998-08-15_Adelaide Crows_vs_Geelong Cats,1998-08-15,Adelaide Crows,Geelong Cats,109.4,34.4,6.0,13.595238095238095,1.6824999999999999
1998-08-22_Adelaide Crows_vs_North Melbourne Kangaroos,1998-08-22,Adelaide Crows,North Melbourne Kangaroos,119.4,42.6,7.0,13.30952380952381,1.7280701754385965
1998-08-29_Adelaide Crows_vs_West Coast Eagles,1998-08-29,Adelaide Crows,West Coast Eagles,117.6,40.8,7.0,14.842857142857142,1.7035087719298245
1998-09-05_Adelaide Crows_vs_Melbourne Demons,1998-09-05,Adelaide Crows,Melbourne Demons,119.4,46.0,7.0,15.485714285714286,1.5841666666666667
1998-09-12_Adelaide Crows_vs_Sydney Swans,1998-09-12,Adelaide Crows,Sydney Swans,105.4,22.4,7.0,13.988636363636363,1.565686274509804
1998-09-19_Adelaide Crows_vs_Western Bulldogs,1998-09-19,Adelaide Crows,Western Bulldogs,95.4,13.0,7.0,13.47121212121212,1.4019607843137254
1998-09-26_Adelaide Crows_vs_north melbourne kangaroos,1998-09-26,Adelaide Crows,north melbourne kangaroos,104.0,11.8,7.0,,
1999-03-27_Adelaide Crows_vs_Western Bulldogs,1999-03-27,Adelaide Crows,Western Bulldogs,106.6,21.4,182.0,12.211111111111112,1.6611111111111112
1999-04-03_Adelaide Crows_vs_Hawthorn Hawks,1999-04-03,Adelaide Crows,Hawthorn Hawks,101.0,13.8,7.0,11.96875,2.118055555555556
1999-04-11_Adelaide Crows_vs_St Kilda Saints,1999-04-11,Adelaide Crows,St Kilda Saints,99.6,24.2,8.0,11.86578947368421,1.95
1999-04-17_Adelaide Crows_vs_Brisbane Lions,1999-04-17,Adelaide Crows,Brisbane Lions,100.0,21.8,6.0,11.730952380952381,1.8
1999-04-25_Adelaide Crows_vs_Sydney Swans,1999-04-25,Adelaide Crows,Sydney Swans,78.6,-4.0,8.0,12.011904761904763,1.6133333333333333
1999-05-02_Adelaide Crows_vs_Port Adelaide Power,1999-05-02,Adelaide Crows,Port Adelaide Power,88.6,5.2,7.0,12.42063492063492,1.83125
1999-05-09_Adelaide Crows_vs_North Melbourne Kangaroos,1999-05-09,Adelaide Crows,North Melbourne Kangaroos,96.0,13.4,7.0,12.961904761904762,1.5931372549019607
1999-05-16_Adelaide Crows_vs_West Coast Eagles,1999-05-16,Adelaide Crows,West Coast Eagles,101.0,1.4,7.0,12.0525,1.6114583333333334
1999-05-22_Adelaide Crows_vs_Richmond Tigers,1999-05-22,Adelaide Crows,Richmond Tigers,96.2,-12.4,6.0,12.88,1.678125
1999-06-04_Adelaide Crows_vs_Essendon Bombers,1999-06-04,Adelaide Crows,Essendon Bombers,98.8,-2.4,13.0,12.280555555555557,1.7135416666666667
1999-06-13_Adelaide Crows_vs_Fremantle Dockers,1999-06-13,Adelaide Crows,Fremantle Dockers,80.0,-28.2,9.0,12.91578947368421,1.4749999999999999
1999-06-19_Adelaide Crows_vs_collingwood magpies,1999-06-19,Adelaide Crows,collingwood magpies,73.6,-41.6,6.0,,
1999-06-27_Adelaide Crows_vs_Melbourne Demons,1999-06-27,Adelaide Crows,Melbourne Demons,76.4,-29.4,8.0,13.00952380952381,1.5696078431372549
1999-07-04_Adelaide Crows_vs_Geelong Cats,1999-07-04,Adelaide Crows,Geelong Cats,80.2,-22.2,7.0,12.1625,1.6142857142857143
1999-07-10_Adelaide Crows_vs_Carlton Blues,1999-07-10,Adelaide Crows,Carlton Blues,98.6,-7.4,6.0,13.600000000000001,1.6229166666666666
1999-07-17_Adelaide Crows_vs_western bulldogs,1999-07-17,Adelaide Crows,western bulldogs,104.0,-7.4,7.0,,
1999-07-25_Adelaide Crows_vs_hawthorn hawks,1999-07-25,Adelaide Crows,hawthorn hawks,106.8,0.0,8.0,,
1999-07-31_Adelaide Crows_vs_St Kilda Saints,1999-07-31,Adelaide Crows,St Kilda Saints,112.0,8.8,6.0,13.934920634920635,1.825
1999-08-08_Adelaide Crows_vs_Brisbane Lions,1999-08-08,Adelaide Crows,Brisbane Lions,113.6,19.0,8.0,13.604545454545455,1.6731481481481483
1999-08-15_Adelaide Crows_vs_Sydney Swans,1999-08-15,Adelaide Crows,Sydney Swans,90.6,-1.4,7.0,12.961904761904762,1.577777777777778
1999-08-22_Adelaide Crows_vs_Port Adelaide Power,1999-08-22,Adelaide Crows,Port Adelaide Power,81.2,-15.4,7.0,12.59772727272727,1.5520833333333333
1999-08-29_Adelaide Crows_vs_North Melbourne Kangaroos,1999-08-29,Adelaide Crows,North Melbourne Kangaroos,75.4,-19.8,7.0,12.3675,1.625
2000-03-11_Adelaide Crows_vs_western bulldogs,2000-03-11,Adelaide Crows,western bulldogs,63.6,-44.8,195.0,,
2000-03-19_Adelaide Crows_vs_Collingwood Magpies,2000-03-19,Adelaide Crows,Collingwood Magpies,65.4,-56.0,8.0,12.413636363636364,1.5931372549019607
2000-03-25_Adelaide Crows_vs_Geelong Cats,2000-03-25,Adelaide Crows,Geelong Cats,75.0,-50.4,6.0,12.0725,1.5888888888888888
2000-04-01_Adelaide Crows_vs_West Coast Eagles,2000-04-01,Adelaide Crows,West Coast Eagles,86.8,-29.0,7.0,12.804545454545455,1.4019607843137254
2000-04-08_Adelaide Crows_vs_Brisbane Lions,2000-04-08,Adelaide Crows,Brisbane Lions,87.8,-47.0,7.0,13.1725,1.5282051282051283
2000-04-16_Adelaide Crows_vs_Hawthorn Hawks,2000-04-16,Adelaide Crows,Hawthorn Hawks,93.0,-37.8,8.0,12.2515873015873,1.5769230769230769
2000-04-23_Adelaide Crows_vs_port adelaide power,2000-04-23,Adelaide Crows,port adelaide power,100.0,-16.0,7.0,,
2000-04-29_Adelaide Crows_vs_St Kilda Saints,2000-04-29,Adelaide Crows,St Kilda Saints,101.2,-12.4,6.0,13.81969696969697,1.7017543859649125
2000-05-06_Adelaide Crows_vs_North Melbourne Kangaroos,2000-05-06,Adelaide Crows,North Melbourne Kangaroos,102.8,-2.2,7.0,13.236363636363636,1.8941176470588237
2000-05-14_Adelaide Crows_vs_Essendon Bombers,2000-05-14,Adelaide Crows,Essendon Bombers,113.2,20.0,8.0,13.851515151515152,1.8245098039215686
2000-05-21_Adelaide Crows_vs_melbourne demons,2000-05-21,Adelaide Crows,melbourne demons,111.6,16.4,7.0,,
2000-05-27_Adelaide Crows_vs_Sydney Swans,2000-05-27,Adelaide Crows,Sydney Swans,104.0,6.2,6.0,14.674242424242424,1.3787037037037038
2000-06-02_Adelaide Crows_vs_Richmond Tigers,2000-06-02,Adelaide Crows,Richmond Tigers,104.0,14.8,6.0,14.775,1.3333333333333333
2000-06-11_Adelaide Crows_vs_Fremantle Dockers,2000-06-11,Adelaide Crows,Fremantle Dockers,106.6,8.6,9.0,14.520454545454545,1.4546296296296297
2000-06-17_Adelaide Crows_vs_Carlton Blues,2000-06-17,Adelaide Crows,Carlton Blues,110.6,23.8,6.0,15.07878787878788,1.6309523809523812
2000-06-25_Adelaide Crows_vs_Western Bulldogs,2000-06-25,Adelaide Crows,Western Bulldogs,113.0,28.6,8.0,13.836363636363636,1.5911111111111111
2000-07-02_Adelaide Crows_vs_Collingwood Magpies,2000-07-02,Adelaide Crows,Collingwood Magpies,106.8,9.4,7.0,13.590151515151517,1.7645833333333334
2000-07-08_Adelaide Crows_vs_Geelong Cats,2000-07-08,Adelaide Crows,Geelong Cats,116.6,7.0,6.0,14.282575757575758,1.688235294117647
2000-07-14_Adelaide Crows_vs_west coast eagles,2000-07-14,Adelaide Crows,west coast eagles,112.8,3.8,6.0,,
2000-07-23_Adelaide Crows_vs_Brisbane Lions,2000-07-23,Adelaide Crows,Brisbane Lions,105.2,-7.4,9.0,13.513636363636364,1.5091666666666668
2000-07-29_Adelaide Crows_vs_Hawthorn Hawks,2000-07-29,Adelaide Crows,Hawthorn Hawks,101.6,-10.0,6.0,13.463636363636363,1.675438596491228
2000-08-06_Adelaide Crows_vs_Port Adelaide Power,2000-08-06,Adelaide Crows,Port Adelaide Power,100.2,-4.0,8.0,14.666666666666668,1.5508333333333333
2001-04-01_Adelaide Crows_vs_Sydney Swans,2001-04-01,Adelaide Crows,Sydney Swans,89.2,-21.0,238.0,12.321052631578947,1.515625
2001-04-07_Adelaide Crows_vs_melbourne demons,2001-04-07,Adelaide Crows,melbourne demons,83.6,-30.0,6.0,,
2001-04-15_Adelaide Crows_vs_Port Adelaide Power,2001-04-15,Adelaide Crows,Port Adelaide Power,78.2,-34.0,8.0,13.319696969696968,1.2129629629629628
2001-04-21_Adelaide Crows_vs_Carlton Blues,2001-04-21,Adelaide Crows,Carlton Blues,80.2,-39.6,6.0,13.393939393939394,1.457017543859649
2001-04-28_Adelaide Crows_vs_North Melbourne Kangaroos,2001-04-28,Adelaide Crows,North Melbourne Kangaroos,79.2,-31.6,7.0,12.868181818181819,1.644736842105263
2001-05-06_Adelaide Crows_vs_Hawthorn Hawks,2001-05-06,Adelaide Crows,Hawthorn Hawks,78.8,-19.2,8.0,13.654761904761905,1.5114583333333333
2001-05-12_Adelaide Crows_vs_Fremantle Dockers,2001-05-12,Adelaide Crows,Fremantle Dockers,82.2,-11.4,6.0,13.790151515151514,1.3708333333333333
2001-05-18_Adelaide Crows_vs_Richmond Tigers,2001-05-18,Adelaide Crows,Richmond Tigers,86.8,-6.8,6.0,13.775,1.3596491228070176
2001-05-26_Adelaide Crows_vs_Brisbane Lions,2001-05-26,Adelaide Crows,Brisbane Lions,93.2,11.8,8.0,13.223188405797101,1.5491228070175438
2001-06-03_Adelaide Crows_vs_geelong cats,2001-06-03,Adelaide Crows,geelong cats,106.2,11.0,8.0,,
2001-06-09_Adelaide Crows_vs_Western Bulldogs,2001-06-09,Adelaide Crows,Western Bulldogs,101.4,10.2,6.0,13.445454545454545,1.587037037037037
2001-06-15_Adelaide Crows_vs_Essendon Bombers,2001-06-15,Adelaide Crows,Essendon Bombers,102.6,6.8,6.0,13.130952380952381,1.4549019607843139
2001-06-30_Adelaide Crows_vs_Collingwood Magpies,2001-06-30,Adelaide Crows,Collingwood Magpies,96.6,-7.0,15.0,12.631818181818181,1.3541666666666667
2001-07-07_Adelaide Crows_vs_west coast eagles,2001-07-07,Adelaide Crows,west coast eagles,92.0,-13.0,7.0,,
2001-07-13_Adelaide Crows_vs_St Kilda Saints,2001-07-13,Adelaide Crows,St Kilda Saints,79.4,-11.4,6.0,13.003787878787877,1.5642857142857143
2001-07-22_Adelaide Crows_vs_Sydney Swans,2001-07-22,Adelaide Crows,Sydney Swans,97.4,5.8,9.0,13.525,1.888095238095238
2001-07-28_Adelaide Crows_vs_Melbourne Demons,2001-07-28,Adelaide Crows,Melbourne Demons,89.2,2.0,6.0,13.147727272727273,1.6940476190476192
2001-08-05_Adelaide Crows_vs_Port Adelaide Power,2001-08-05,Adelaide Crows,Port Adelaide Power,94.6,15.0,8.0,13.886363636363637,1.675
2001-08-11_Adelaide Crows_vs_Carlton Blues,2001-08-11,Adelaide Crows,Carlton Blues,95.0,13.8,6.0,13.384090909090908,1.5104166666666667
2001-08-17_Adelaide Crows_vs_North Melbourne Kangaroos,2001-08-17,Adelaide Crows,North Melbourne Kangaroos,103.4,21.8,6.0,12.970454545454546,1.5791666666666666
2001-08-26_Adelaide Crows_vs_hawthorn hawks,2001-08-26,Adelaide Crows,hawthorn hawks,104.6,14.8,9.0,,
2001-09-01_Adelaide Crows_vs_Fremantle Dockers,2001-09-01,Adelaide Crows,Fremantle Dockers,111.6,32.2,6.0,13.132575757575758,1.7088235294117649
2001-09-08_Adelaide Crows_vs_Carlton Blues,2001-09-08,Adelaide Crows,Carlton Blues,108.2,21.6,7.0,14.15378787878788,1.7145833333333333
2002-03-31_Adelaide Crows_vs_Western Bulldogs,2002-03-31,Adelaide Crows,Western Bulldogs,98.4,9.6,204.0,13.752380952380953,1.8744444444444446
2002-04-06_Adelaide Crows_vs_geelong cats,2002-04-06,Adelaide Crows,geelong cats,99.6,2.8,6.0,,
2002-04-13_Adelaide Crows_vs_Sydney Swans,2002-04-13,Adelaide Crows,Sydney Swans,89.2,-3.4,7.0,12.879545454545456,1.7083333333333333
2002-04-19_Adelaide Crows_vs_Essendon Bombers,2002-04-19,Adelaide Crows,Essendon Bombers,93.8,-5.0,6.0,13.517424242424243,1.6135416666666667
2002-04-27_Adelaide Crows_vs_Port Adelaide Power,2002-04-27,Adelaide Crows,Port Adelaide Power,93.4,-5.8,8.0,12.72272727272727,1.4512820512820512
2002-05-05_Adelaide Crows_vs_Richmond Tigers,2002-05-05,Adelaide Crows,Richmond Tigers,99.8,6.2,8.0,12.656818181818181,1.4666666666666666
2002-05-11_Adelaide Crows_vs_Fremantle Dockers,2002-05-11,Adelaide Crows,Fremantle Dockers,98.4,8.8,6.0,12.95909090909091,1.3953703703703704
2002-05-19_Adelaide Crows_vs_North Melbourne Kangaroos,2002-05-19,Adelaide Crows,North Melbourne Kangaroos,100.0,8.4,8.0,14.05909090909091,1.5683333333333334
2002-05-26_Adelaide Crows_vs_carlton blues,2002-05-26,Adelaide Crows,carlton blues,95.8,-1.0,7.0,,
2002-06-01_Adelaide Crows_vs_brisbane lions,2002-06-01,Adelaide Crows,brisbane lions,105.8,18.4,6.0,,
2002-06-08_Adelaide Crows_vs_Hawthorn Hawks,2002-06-08,Adelaide Crows,Hawthorn Hawks,109.6,21.4,7.0,14.713636363636363,1.4298245614035088
2002-06-22_Adelaide Crows_vs_Melbourne Demons,2002-06-22,Adelaide Crows,Melbourne Demons,109.0,23.8,14.0,13.611363636363636,1.457017543859649
2002-06-30_Adelaide Crows_vs_West Coast Eagles,2002-06-30,Adelaide Crows,West Coast Eagles,100.0,13.0,8.0,12.870454545454544,1.2342105263157894
2002-07-07_Adelaide Crows_vs_Collingwood Magpies,2002-07-07,Adelaide Crows,Collingwood Magpies,104.8,12.8,7.0,13.903968253968255,1.3235294117647058
2002-07-13_Adelaide Crows_vs_St Kilda Saints,2002-07-13,Adelaide Crows,St Kilda Saints,101.8,-2.8,6.0,13.123809523809525,1.1398148148148148
2002-07-21_Adelaide Crows_vs_western bulldogs,2002-07-21,Adelaide Crows,western bulldogs,101.4,-0.6,8.0,,
2002-07-28_Adelaide Crows_vs_Geelong Cats,2002-07-28,Adelaide Crows,Geelong Cats,108.6,-0.8,7.0,14.733333333333333,1.3176470588235294
2002-08-04_Adelaide Crows_vs_Sydney Swans,2002-08-04,Adelaide Crows,Sydney Swans,112.6,4.8,7.0,14.681818181818182,1.4029411764705884
2002-08-11_Adelaide Crows_vs_Essendon Bombers,2002-08-11,Adelaide Crows,Essendon Bombers,112.4,12.0,7.0,14.554545454545455,1.4925925925925927
2002-08-18_Adelaide Crows_vs_Port Adelaide Power,2002-08-18,Adelaide Crows,Port Adelaide Power,114.0,26.0,7.0,13.479545454545455,1.2944444444444445
2002-08-25_Adelaide Crows_vs_Richmond Tigers,2002-08-25,Adelaide Crows,Richmond Tigers,109.4,20.8,7.0,13.111363636363636,1.4990196078431373
2002-09-01_Adelaide Crows_vs_fremantle dockers,2002-09-01,Adelaide Crows,fremantle dockers,99.2,16.6,7.0,,
2002-09-07_Adelaide Crows_vs_Brisbane Lions,2002-09-07,Adelaide Crows,Brisbane Lions,104.6,24.0,6.0,14.271969696969698,1.6407407407407406
2002-09-14_Adelaide Crows_vs_Melbourne Demons,2002-09-14,Adelaide Crows,Melbourne Demons,90.2,6.2,7.0,14.25151515151515,1.475
2002-09-21_Adelaide Crows_vs_Collingwood Magpies,2002-09-21,Adelaide Crows,Collingwood Magpies,91.4,-1.0,7.0,13.225,1.4070175438596493
2003-03-30_Adelaide Crows_vs_Fremantle Dockers,2003-03-30,Adelaide Crows,Fremantle Dockers,88.8,-5.0,190.0,12.738636363636363,1.225
2003-04-05_Adelaide Crows_vs_St Kilda Saints,2003-04-05,Adelaide Crows,St Kilda Saints,100.4,1.8,6.0,12.914393939393939,1.4008333333333334
2003-04-13_Adelaide Crows_vs_Sydney Swans,2003-04-13,Adelaide Crows,Sydney Swans,94.6,-7.8,8.0,12.96984126984127,1.3694444444444445
2003-04-20_Adelaide Crows_vs_West Coast Eagles,2003-04-20,Adelaide Crows,West Coast Eagles,106.4,11.8,7.0,13.261363636363637,1.5017543859649123
2003-04-26_Adelaide Crows_vs_Port Adelaide Power,2003-04-26,Adelaide Crows,Port Adelaide Power,101.6,16.0,6.0,13.765151515151514,1.5149122807017545
2003-05-02_Adelaide Crows_vs_north melbourne kangaroos,2003-05-02,Adelaide Crows,north melbourne kangaroos,102.2,19.2,6.0,,
2003-05-10_Adelaide Crows_vs_Collingwood Magpies,2003-05-10,Adelaide Crows,Collingwood Magpies,98.0,18.8,8.0,14.234090909090908,1.4138888888888888
2003-05-17_Adelaide Crows_vs_Brisbane Lions,2003-05-17,Adelaide Crows,Brisbane Lions,101.6,19.4,7.0,14.352272727272727,1.322549019607843
2003-05-25_Adelaide Crows_vs_Western Bulldogs,2003-05-25,Adelaide Crows,Western Bulldogs,98.8,10.4,8.0,14.754545454545452,1.2039215686274511
2003-06-01_Adelaide Crows_vs_Geelong Cats,2003-06-01,Adelaide Crows,Geelong Cats,99.4,7.0,7.0,14.772727272727273,1.3983333333333334
2003-06-07_Adelaide Crows_vs_Hawthorn Hawks,2003-06-07,Adelaide Crows,Hawthorn Hawks,101.4,12.8,6.0,14.08409090909091,1.211111111111111
2003-06-15_Adelaide Crows_vs_Melbourne Demons,2003-06-15,Adelaide Crows,Melbourne Demons,90.6,1.0,8.0,12.763636363636364,1.2283333333333333
2003-06-29_Adelaide Crows_vs_Carlton Blues,2003-06-29,Adelaide Crows,Carlton Blues,96.4,16.6,14.0,13.429545454545455,1.5535087719298246
2003-07-05_Adelaide Crows_vs_Richmond Tigers,2003-07-05,Adelaide Crows,Richmond Tigers,97.0,28.6,6.0,13.590909090909092,1.7064814814814815
2003-07-11_Adelaide Crows_vs_Essendon Bombers,2003-07-11,Adelaide Crows,Essendon Bombers,89.6,31.0,6.0,13.636363636363637,1.5302083333333334
2003-07-20_Adelaide Crows_vs_Fremantle Dockers,2003-07-20,Adelaide Crows,Fremantle Dockers,92.4,35.8,9.0,13.554761904761904,1.3755555555555554
2003-07-27_Adelaide Crows_vs_St Kilda Saints,2003-07-27,Adelaide Crows,St Kilda Saints,96.4,36.6,7.0,13.456818181818182,1.6745098039215687
2003-08-03_Adelaide Crows_vs_Sydney Swans,2003-08-03,Adelaide Crows,Sydney Swans,97.4,33.4,7.0,13.679545454545455,1.7607142857142857
2003-08-09_Adelaide Crows_vs_west coast eagles,2003-08-09,Adelaide Crows,west coast eagles,98.4,25.8,6.0,,
2003-08-15_Adelaide Crows_vs_Collingwood Magpies,2003-08-15,Adelaide Crows,Collingwood Magpies,102.2,25.0,6.0,12.042857142857143,1.6666666666666667
2003-08-23_Adelaide Crows_vs_North Melbourne Kangaroos,2003-08-23,Adelaide Crows,North Melbourne Kangaroos,98.4,9.4,8.0,12.177272727272726,1.9044444444444444
2003-08-31_Adelaide Crows_vs_Port Adelaide Power,2003-08-31,Adelaide Crows,Port Adelaide Power,93.2,7.6,8.0,12.077272727272726,1.721111111111111
2003-09-06_Adelaide Crows_vs_West Coast Eagles,2003-09-06,Adelaide Crows,West Coast Eagles,80.2,-7.0,6.0,11.72348484848485,1.6261904761904762
2003-09-12_Adelaide Crows_vs_brisbane lions,2003-09-12,Adelaide Crows,brisbane lions,83.4,3.4,6.0,,
2004-03-28_Adelaide Crows_vs_North Melbourne Kangaroos,2004-03-28,Adelaide Crows,North Melbourne Kangaroos,81.6,-9.8,198.0,12.788636363636362,1.3833333333333333
2004-04-03_Adelaide Crows_vs_Brisbane Lions,2004-04-03,Adelaide Crows,Brisbane Lions,82.2,-17.4,6.0,11.843181818181819,1.165686274509804
2004-04-11_Adelaide Crows_vs_Fremantle Dockers,2004-04-11,Adelaide Crows,Fremantle Dockers,86.0,-19.6,8.0,11.7984126984127,1.1083333333333334
2004-04-17_Adelaide Crows_vs_St Kilda Saints,2004-04-17,Adelaide Crows,St Kilda Saints,83.2,-18.2,6.0,11.873015873015873,1.1894736842105265
2004-04-23_Adelaide Crows_vs_Richmond Tigers,2004-04-23,Adelaide Crows,Richmond Tigers,80.2,-32.4,6.0,12.261904761904763,1.2
2004-05-02_Adelaide Crows_vs_Geelong Cats,2004-05-02,Adelaide Crows,Geelong Cats,90.6,-9.0,9.0,12.124242424242425,1.2516666666666665
2004-05-08_Adelaide Crows_vs_Port Adelaide Power,2004-05-08,Adelaide Crows,Port Adelaide Power,87.4,-2.6,6.0,12.162121212121212,1.2037037037037037
2004-05-14_Adelaide Crows_vs_essendon bombers,2004-05-14,Adelaide Crows,essendon bombers,94.6,8.0,6.0,,
2004-05-21_Adelaide Crows_vs_collingwood magpies,2004-05-21,Adelaide Crows,collingwood magpies,98.6,-0.4,7.0,,
2004-05-29_Adelaide Crows_vs_Hawthorn Hawks,2004-05-29,Adelaide Crows,Hawthorn Hawks,92.0,2.0,8.0,12.020454545454545,1.2833333333333332
2004-06-05_Adelaide Crows_vs_carlton blues,2004-06-05,Adelaide Crows,carlton blues,91.8,4.2,7.0,,
2004-06-12_Adelaide Crows_vs_West Coast Eagles,2004-06-12,Adelaide Crows,West Coast Eagles,97.6,12.0,7.0,12.563636363636363,1.1972222222222222
2004-06-20_Adelaide Crows_vs_Western Bulldogs,2004-06-20,Adelaide Crows,Western Bulldogs,89.0,-0.8,8.0,12.628571428571428,1.0491228070175438
2004-07-04_Adelaide Crows_vs_Melbourne Demons,2004-07-04,Adelaide Crows,Melbourne Demons,98.8,15.8,14.0,12.818181818181818,1.1219298245614036
2004-07-10_Adelaide Crows_vs_Sydney Swans,2004-07-10,Adelaide Crows,Sydney Swans,114.8,30.8,6.0,12.978260869565217,1.081746031746032
2004-07-17_Adelaide Crows_vs_Fremantle Dockers,2004-07-17,Adelaide Crows,Fremantle Dockers,97.2,11.0,7.0,13.116666666666667,1.0357142857142858
2004-07-24_Adelaide Crows_vs_brisbane lions,2004-07-24,Adelaide Crows,brisbane lions,95.8,9.4,7.0,,
2004-07-30_Adelaide Crows_vs_North Melbourne Kangaroos,2004-07-30,Adelaide Crows,North Melbourne Kangaroos,90.2,-12.4,6.0,13.025,1.0157894736842106
2004-08-07_Adelaide Crows_vs_st kilda saints,2004-08-07,Adelaide Crows,st kilda saints,73.4,-17.4,8.0,,
2004-08-15_Adelaide Crows_vs_richmond tigers,2004-08-15,Adelaide Crows,richmond tigers,58.0,-36.4,8.0,,
2004-08-21_Adelaide Crows_vs_Geelong Cats,2004-08-21,Adelaide Crows,Geelong Cats,76.6,-23.4,6.0,12.715909090909092,1.0583333333333333
2004-08-29_Adelaide Crows_vs_Port Adelaide Power,2004-08-29,Adelaide Crows,Port Adelaide Power,82.4,-16.6,8.0,12.69090909090909,0.9061403508771931
2005-03-27_Adelaide Crows_vs_West Coast Eagles,2005-03-27,Adelaide Crows,West Coast Eagles,84.8,6.6,210.0,11.845454545454546,1.088235294117647
2005-04-03_Adelaide Crows_vs_collingwood magpies,2005-04-03,Adelaide Crows,collingwood magpies,85.6,3.0,7.0,,
2005-04-10_Adelaide Crows_vs_Port Adelaide Power,2005-04-10,Adelaide Crows,Port Adelaide Power,88.2,8.8,7.0,12.828571428571427,0.9637254901960784
2005-04-17_Adelaide Crows_vs_sydney swans,2005-04-17,Adelaide Crows,sydney swans,85.4,12.0,7.0,,
2005-04-23_Adelaide Crows_vs_Western Bulldogs,2005-04-23,Adelaide Crows,Western Bulldogs,87.6,15.8,6.0,12.26304347826087,0.9833333333333333
2005-04-30_Adelaide Crows_vs_North Melbourne Kangaroos,2005-04-30,Adelaide Crows,North Melbourne Kangaroos,97.4,14.6,7.0,14.738636363636363,1.1601851851851852
2005-05-06_Adelaide Crows_vs_Melbourne Demons,2005-05-06,Adelaide Crows,Melbourne Demons,101.6,18.8,6.0,14.134090909090908,1.1543859649122807
2005-05-14_Adelaide Crows_vs_Brisbane Lions,2005-05-14,Adelaide Crows,Brisbane Lions,96.2,12.8,8.0,13.909090909090908,1.0394736842105263
2005-05-20_Adelaide Crows_vs_st kilda saints,2005-05-20,Adelaide Crows,st kilda saints,84.0,-2.6,6.0,,
2005-05-29_Adelaide Crows_vs_Carlton Blues,2005-05-29,Adelaide Crows,Carlton Blues,80.6,-1.6,9.0,14.363636363636363,0.9758333333333333
2005-06-04_Adelaide Crows_vs_Essendon Bombers,2005-06-04,Adelaide Crows,Essendon Bombers,73.0,7.4,6.0,13.81376811594203,0.795
2005-06-12_Adelaide Crows_vs_Geelong Cats,2005-06-12,Adelaide Crows,Geelong Cats,88.4,23.0,8.0,15.054545454545455,1.1416666666666666
2005-06-18_Adelaide Crows_vs_richmond tigers,2005-06-18,Adelaide Crows,richmond tigers,89.0,27.0,6.0,,
2005-07-03_Adelaide Crows_vs_Fremantle Dockers,2005-07-03,Adelaide Crows,Fremantle Dockers,102.8,42.8,15.0,14.045652173913044,1.1641666666666666
2005-07-10_Adelaide Crows_vs_Hawthorn Hawks,2005-07-10,Adelaide Crows,Hawthorn Hawks,101.0,34.8,7.0,14.504545454545456,1.137962962962963
2005-07-17_Adelaide Crows_vs_Western Bulldogs,2005-07-17,Adelaide Crows,Western Bulldogs,102.4,34.0,7.0,14.113043478260868,1.306140350877193
2005-07-24_Adelaide Crows_vs_North Melbourne Kangaroos,2005-07-24,Adelaide Crows,North Melbourne Kangaroos,94.0,31.2,7.0,14.41304347826087,1.2333333333333334
2005-07-30_Adelaide Crows_vs_Sydney Swans,2005-07-30,Adelaide Crows,Sydney Swans,107.0,34.6,6.0,14.14782608695652,1.268181818181818
